city,geography_code,geography_name,industry_name,number_of_jobs,median_income_dollars
Brisbane,30202,Chermside,retail_trade,6011,17366
Brisbane,30202,Chermside,total,66027,37207
Brisbane,30202,Chermside,transport,2198,63477
Brisbane,30202,Chermside,wholesale_trade,2212,51282
Brisbane,30203,Nundah,accommodation_food_services,3894,8555
Brisbane,30203,Nundah,administrative_support_services,4392,16244
Brisbane,30203,Nundah,agriculture,171,13903
Brisbane,30203,Nundah,arts_recreation_services,948,11034
Brisbane,30203,Nundah,construction,2345,57435
Brisbane,30203,Nundah,education_training,3131,36408
Brisbane,30203,Nundah,electricity,433,111601
Brisbane,30203,Nundah,finance_insurance_services,1915,53636
Brisbane,30203,Nundah,health_care_social_assistance,5921,41471
Brisbane,30203,Nundah,information_media_telecommunications,578,41924
Brisbane,30203,Nundah,manufacturing,2164,54908
Brisbane,30203,Nundah,mining,406,132192
Brisbane,30203,Nundah,other_services,1376,28130
Brisbane,30203,Nundah,professional,4005,65002
Brisbane,30203,Nundah,public_administration_safety,2431,77914
Brisbane,30203,Nundah,rental,868,35556
Brisbane,30203,Nundah,retail_trade,3332,21414
Brisbane,30203,Nundah,total,42251,37682
Brisbane,30203,Nundah,transport,2073,67792
Brisbane,30203,Nundah,wholesale_trade,1537,52518
Brisbane,30204,Sandgate,accommodation_food_services,4321,7384
Brisbane,30204,Sandgate,administrative_support_services,5276,14570
Brisbane,30204,Sandgate,agriculture,169,15630
Brisbane,30204,Sandgate,arts_recreation_services,1005,10941
Brisbane,30204,Sandgate,construction,3223,49369
Brisbane,30204,Sandgate,education_training,4084,37810
Brisbane,30204,Sandgate,electricity,472,109232
Brisbane,30204,Sandgate,finance_insurance_services,1963,37814
Brisbane,30204,Sandgate,health_care_social_assistance,8378,41564
Brisbane,30204,Sandgate,information_media_telecommunications,616,40828
Brisbane,30204,Sandgate,manufacturing,2930,55938
Brisbane,30204,Sandgate,mining,363,118888
Brisbane,30204,Sandgate,other_services,1798,26049
Brisbane,30204,Sandgate,professional,3773,61004
Brisbane,30204,Sandgate,public_administration_safety,3077,76888
Brisbane,30204,Sandgate,rental,933,36010
Brisbane,30204,Sandgate,retail_trade,4636,19198
Brisbane,30204,Sandgate,total,51656,34868
Brisbane,30204,Sandgate,transport,2261,62632
Brisbane,30204,Sandgate,wholesale_trade,1922,53651
Brisbane,30301,Carindale,accommodation_food_services,3941,6367
Brisbane,30301,Carindale,administrative_support_services,3931,20569
Brisbane,30301,Carindale,agriculture,184,7883
Brisbane,30301,Carindale,arts_recreation_services,1065,11276
Brisbane,30301,Carindale,construction,2839,58891
Brisbane,30301,Carindale,education_training,4735,40468
Brisbane,30301,Carindale,electricity,412,120861
Brisbane,30301,Carindale,finance_insurance_services,2399,64471
Brisbane,30301,Carindale,health_care_social_assistance,6645,53923
Brisbane,30301,Carindale,information_media_telecommunications,837,41914
Brisbane,30301,Carindale,manufacturing,2094,58779
Brisbane,30301,Carindale,mining,537,157330
Brisbane,30301,Carindale,other_services,1462,28802
Brisbane,30301,Carindale,professional,5205,67233
Brisbane,30301,Carindale,public_administration_safety,2529,82494
Brisbane,30301,Carindale,rental,1032,37963
Brisbane,30301,Carindale,retail_trade,4319,15409
Brisbane,30301,Carindale,total,47763,40092
Brisbane,30301,Carindale,transport,1212,64887
Brisbane,30301,Carindale,wholesale_trade,1806,60420
Brisbane,30302,Holland Park - Yeronga,accommodation_food_services,9127,6494
Brisbane,30302,Holland Park - Yeronga,administrative_support_services,8551,13229
Brisbane,30302,Holland Park - Yeronga,agriculture,448,10776
Brisbane,30302,Holland Park - Yeronga,arts_recreation_services,1986,10878
Brisbane,30302,Holland Park - Yeronga,construction,3700,50750
Brisbane,30302,Holland Park - Yeronga,education_training,8753,30450
Brisbane,30302,Holland Park - Yeronga,electricity,522,93506
Brisbane,30302,Holland Park - Yeronga,finance_insurance_services,3417,53246
Brisbane,30302,Holland Park - Yeronga,health_care_social_assistance,12367,50074
Brisbane,30302,Holland Park - Yeronga,information_media_telecommunications,1427,31233
Brisbane,30302,Holland Park - Yeronga,manufacturing,3050,40673
Brisbane,30302,Holland Park - Yeronga,mining,686,133380
Brisbane,30302,Holland Park - Yeronga,other_services,2355,23485
Brisbane,30302,Holland Park - Yeronga,professional,8692,59034
Brisbane,30302,Holland Park - Yeronga,public_administration_safety,4154,77080
Brisbane,30302,Holland Park - Yeronga,rental,1556,31711
Brisbane,30302,Holland Park - Yeronga,retail_trade,6549,14975
Brisbane,30302,Holland Park - Yeronga,total,82047,29411
Brisbane,30302,Holland Park - Yeronga,transport,1600,45642
Brisbane,30302,Holland Park - Yeronga,wholesale_trade,2354,40898
Brisbane,30303,Mt Gravatt,accommodation_food_services,7784,7350
Brisbane,30303,Mt Gravatt,administrative_support_services,7019,13208
Brisbane,30303,Mt Gravatt,agriculture,372,13439
Brisbane,30303,Mt Gravatt,arts_recreation_services,1280,12000
Brisbane,30303,Mt Gravatt,construction,3470,50248
Brisbane,30303,Mt Gravatt,education_training,6299,37877
Brisbane,30303,Mt Gravatt,electricity,467,89224
Brisbane,30303,Mt Gravatt,finance_insurance_services,2754,45980
Brisbane,30303,Mt Gravatt,health_care_social_assistance,9958,41278
Brisbane,30303,Mt Gravatt,information_media_telecommunications,906,37609
Brisbane,30303,Mt Gravatt,manufacturing,3329,49892
Brisbane,30303,Mt Gravatt,mining,472,124129
Brisbane,30303,Mt Gravatt,other_services,2447,23422
Brisbane,30303,Mt Gravatt,professional,6232,57009
Brisbane,30303,Mt Gravatt,public_administration_safety,3101,78707
Brisbane,30303,Mt Gravatt,rental,1433,31002
Brisbane,30303,Mt Gravatt,retail_trade,6983,14460
Brisbane,30303,Mt Gravatt,total,69915,28805
Brisbane,30303,Mt Gravatt,transport,1836,47921
Brisbane,30303,Mt Gravatt,wholesale_trade,2828,43726
Brisbane,30304,Nathan,accommodation_food_services,3684,6426
Brisbane,30304,Nathan,administrative_support_services,4060,12944
Brisbane,30304,Nathan,agriculture,165,10664
Brisbane,30304,Nathan,arts_recreation_services,719,10019
Brisbane,30304,Nathan,construction,1750,51097
Brisbane,30304,Nathan,education_training,3946,40462
Brisbane,30304,Nathan,electricity,301,101489
Brisbane,30304,Nathan,finance_insurance_services,1451,48326
Brisbane,30304,Nathan,health_care_social_assistance,5408,47790
Brisbane,30304,Nathan,information_media_telecommunications,578,43176
Brisbane,30304,Nathan,manufacturing,1813,45246
Brisbane,30304,Nathan,mining,269,137936
Brisbane,30304,Nathan,other_services,1342,22439
Brisbane,30304,Nathan,professional,3381,61656
Brisbane,30304,Nathan,public_administration_safety,1954,78593
Brisbane,30304,Nathan,rental,703,31163
Brisbane,30304,Nathan,retail_trade,3041,16410
Brisbane,30304,Nathan,total,37316,30947
Brisbane,30304,Nathan,transport,948,46776
Brisbane,30304,Nathan,wholesale_trade,1404,41723
Brisbane,30305,Rocklea - Acacia Ridge,accommodation_food_services,5174,8240
Brisbane,30305,Rocklea - Acacia Ridge,administrative_support_services,7060,12007
Brisbane,30305,Rocklea - Acacia Ridge,agriculture,240,11590
Brisbane,30305,Rocklea - Acacia Ridge,arts_recreation_services,934,13614
Brisbane,30305,Rocklea - Acacia Ridge,construction,2788,43607
Brisbane,30305,Rocklea - Acacia Ridge,education_training,4069,39564
Brisbane,30305,Rocklea - Acacia Ridge,electricity,416,81971
Brisbane,30305,Rocklea - Acacia Ridge,finance_insurance_services,2217,44122
Brisbane,30305,Rocklea - Acacia Ridge,health_care_social_assistance,9533,40244
Brisbane,30305,Rocklea - Acacia Ridge,information_media_telecommunications,658,28595
Brisbane,30305,Rocklea - Acacia Ridge,manufacturing,3919,51473
Brisbane,30305,Rocklea - Acacia Ridge,mining,286,102424
Brisbane,30305,Rocklea - Acacia Ridge,other_services,2133,23763
Brisbane,30305,Rocklea - Acacia Ridge,professional,4303,55129
Brisbane,30305,Rocklea - Acacia Ridge,public_administration_safety,2516,75559
Brisbane,30305,Rocklea - Acacia Ridge,rental,1241,29070
Brisbane,30305,Rocklea - Acacia Ridge,retail_trade,6007,19468
Brisbane,30305,Rocklea - Acacia Ridge,total,59611,30500
Brisbane,30305,Rocklea - Acacia Ridge,transport,2200,45000
Brisbane,30305,Rocklea - Acacia Ridge,wholesale_trade,3041,48750
Brisbane,30306,Sunnybank,accommodation_food_services,5332,8446
Brisbane,30306,Sunnybank,administrative_support_services,5459,10100
Brisbane,30306,Sunnybank,agriculture,319,7526
Brisbane,30306,Sunnybank,arts_recreation_services,682,12907
Brisbane,30306,Sunnybank,construction,1867,36128
Brisbane,30306,Sunnybank,education_training,2836,31715
Brisbane,30306,Sunnybank,electricity,249,71996
Brisbane,30306,Sunnybank,finance_insurance_services,1450,37720
Brisbane,30306,Sunnybank,health_care_social_assistance,6147,34284
Brisbane,30306,Sunnybank,information_media_telecommunications,444,35191
Brisbane,30306,Sunnybank,manufacturing,2677,43858
Brisbane,30306,Sunnybank,mining,196,94934
Brisbane,30306,Sunnybank,other_services,1495,18947
Brisbane,30306,Sunnybank,professional,3241,46214
Brisbane,30306,Sunnybank,public_administration_safety,1657,71230
Brisbane,30306,Sunnybank,rental,1015,22162
Brisbane,30306,Sunnybank,retail_trade,4084,16635
Brisbane,30306,Sunnybank,total,43086,23000
Brisbane,30306,Sunnybank,transport,1303,39824
Brisbane,30306,Sunnybank,wholesale_trade,1929,35609
Brisbane,30401,Centenary,accommodation_food_services,1985,5845
Brisbane,30401,Centenary,administrative_support_services,1860,23792
Brisbane,30401,Centenary,agriculture,92,21811
Brisbane,30401,Centenary,arts_recreation_services,508,9222
Brisbane,30401,Centenary,construction,1397,60240
Brisbane,30401,Centenary,education_training,3149,42772
Brisbane,30401,Centenary,electricity,227,120514
Brisbane,30401,Centenary,finance_insurance_services,1185,50805
Brisbane,30401,Centenary,health_care_social_assistance,3575,50602
Brisbane,30401,Centenary,information_media_telecommunications,418,44256
Brisbane,30401,Centenary,manufacturing,1449,64641
Brisbane,30401,Centenary,mining,272,145671
Brisbane,30401,Centenary,other_services,938,23552
Brisbane,30401,Centenary,professional,2593,69051
Brisbane,30401,Centenary,public_administration_safety,1510,89638
Brisbane,30401,Centenary,rental,479,49193
Brisbane,30401,Centenary,retail_trade,2428,15363
Brisbane,30401,Centenary,total,26055,40933
Brisbane,30401,Centenary,transport,632,64642
Brisbane,30401,Centenary,wholesale_trade,1014,64075
Brisbane,30402,Kenmore - Brookfield - Moggill,accommodation_food_services,2782,4975
Brisbane,30402,Kenmore - Brookfield - Moggill,administrative_support_services,2567,25312
Brisbane,30402,Kenmore - Brookfield - Moggill,agriculture,229,20531
Brisbane,30402,Kenmore - Brookfield - Moggill,arts_recreation_services,775,8217
Brisbane,30402,Kenmore - Brookfield - Moggill,construction,1840,57813
Brisbane,30402,Kenmore - Brookfield - Moggill,education_training,5250,37650
Brisbane,30402,Kenmore - Brookfield - Moggill,electricity,353,123697
Brisbane,30402,Kenmore - Brookfield - Moggill,finance_insurance_services,1701,62225
Brisbane,30402,Kenmore - Brookfield - Moggill,health_care_social_assistance,4945,48869
Brisbane,30402,Kenmore - Brookfield - Moggill,information_media_telecommunications,635,61471
Brisbane,30402,Kenmore - Brookfield - Moggill,manufacturing,1342,66008
Brisbane,30402,Kenmore - Brookfield - Moggill,mining,560,179972
Brisbane,30402,Kenmore - Brookfield - Moggill,other_services,1146,25827
Brisbane,30402,Kenmore - Brookfield - Moggill,professional,5177,73976
Brisbane,30402,Kenmore - Brookfield - Moggill,public_administration_safety,1864,85088
Brisbane,30402,Kenmore - Brookfield - Moggill,rental,820,38916
Brisbane,30402,Kenmore - Brookfield - Moggill,retail_trade,2989,13000
Brisbane,30402,Kenmore - Brookfield - Moggill,total,37522,40665
Brisbane,30402,Kenmore - Brookfield - Moggill,transport,753,72655
Brisbane,30402,Kenmore - Brookfield - Moggill,wholesale_trade,1227,59924
Brisbane,30403,Sherwood - Indooroopilly,accommodation_food_services,4944,5477
Brisbane,30403,Sherwood - Indooroopilly,administrative_support_services,3986,14835
Brisbane,30403,Sherwood - Indooroopilly,agriculture,268,11096
Brisbane,30403,Sherwood - Indooroopilly,arts_recreation_services,955,9644
Brisbane,30403,Sherwood - Indooroopilly,construction,1525,53351
Brisbane,30403,Sherwood - Indooroopilly,education_training,7200,23600
Brisbane,30403,Sherwood - Indooroopilly,electricity,346,118439
Brisbane,30403,Sherwood - Indooroopilly,finance_insurance_services,2063,57713
Brisbane,30403,Sherwood - Indooroopilly,health_care_social_assistance,5614,41941
Brisbane,30403,Sherwood - Indooroopilly,information_media_telecommunications,763,33900
Brisbane,30403,Sherwood - Indooroopilly,manufacturing,1572,46064
Brisbane,30403,Sherwood - Indooroopilly,mining,637,162559
Brisbane,30403,Sherwood - Indooroopilly,other_services,1244,18860
Brisbane,30403,Sherwood - Indooroopilly,professional,6346,60433
Brisbane,30403,Sherwood - Indooroopilly,public_administration_safety,2129,79522
Brisbane,30403,Sherwood - Indooroopilly,rental,894,31895
Brisbane,30403,Sherwood - Indooroopilly,retail_trade,4017,12009
Brisbane,30403,Sherwood - Indooroopilly,total,47152,27311
Brisbane,30403,Sherwood - Indooroopilly,transport,760,52425
Brisbane,30403,Sherwood - Indooroopilly,wholesale_trade,1334,45404
Brisbane,30404,The Gap - Enoggera,accommodation_food_services,3421,6638
Brisbane,30404,The Gap - Enoggera,administrative_support_services,3293,23012
Brisbane,30404,The Gap - Enoggera,agriculture,173,13054
Brisbane,30404,The Gap - Enoggera,arts_recreation_services,951,11548
Brisbane,30404,The Gap - Enoggera,construction,2267,55222
Brisbane,30404,The Gap - Enoggera,education_training,4932,41398
Brisbane,30404,The Gap - Enoggera,electricity,357,123251
Brisbane,30404,The Gap - Enoggera,finance_insurance_services,2088,62162
Brisbane,30404,The Gap - Enoggera,health_care_social_assistance,6172,46887
Brisbane,30404,The Gap - Enoggera,information_media_telecommunications,803,56330
Brisbane,30404,The Gap - Enoggera,manufacturing,1409,55506
Brisbane,30404,The Gap - Enoggera,mining,543,152706
Brisbane,30404,The Gap - Enoggera,other_services,1455,23348
Brisbane,30404,The Gap - Enoggera,professional,5170,74789
Brisbane,30404,The Gap - Enoggera,public_administration_safety,4481,85178
Brisbane,30404,The Gap - Enoggera,rental,786,39931
Brisbane,30404,The Gap - Enoggera,retail_trade,3683,15206
Brisbane,30404,The Gap - Enoggera,total,44580,43102
Brisbane,30404,The Gap - Enoggera,transport,1069,62917
Brisbane,30404,The Gap - Enoggera,wholesale_trade,1151,55222
Brisbane,30501,Brisbane Inner,accommodation_food_services,21399,6257
Brisbane,30501,Brisbane Inner,administrative_support_services,16413,9151
Brisbane,30501,Brisbane Inner,agriculture,1472,4504
Brisbane,30501,Brisbane Inner,arts_recreation_services,2834,10364
Brisbane,30501,Brisbane Inner,construction,3887,39872
Brisbane,30501,Brisbane Inner,education_training,7466,23069
Brisbane,30501,Brisbane Inner,electricity,564,89356
Brisbane,30501,Brisbane Inner,finance_insurance_services,4605,47420
Brisbane,30501,Brisbane Inner,health_care_social_assistance,10994,42324
Brisbane,30501,Brisbane Inner,information_media_telecommunications,1763,31359
Brisbane,30501,Brisbane Inner,manufacturing,3433,26972
Brisbane,30501,Brisbane Inner,mining,1254,131832
Brisbane,30501,Brisbane Inner,other_services,2906,21312
Brisbane,30501,Brisbane Inner,professional,12771,59480
Brisbane,30501,Brisbane Inner,public_administration_safety,4195,75098
Brisbane,30501,Brisbane Inner,rental,2714,24329
Brisbane,30501,Brisbane Inner,retail_trade,7831,12732
Brisbane,30501,Brisbane Inner,total,113107,19491
Brisbane,30501,Brisbane Inner,transport,2234,35599
Brisbane,30501,Brisbane Inner,wholesale_trade,3255,30583
Brisbane,30502,Brisbane Inner - East,accommodation_food_services,4216,5992
Brisbane,30502,Brisbane Inner - East,administrative_support_services,4250,17753
Brisbane,30502,Brisbane Inner - East,agriculture,190,11832
Brisbane,30502,Brisbane Inner - East,arts_recreation_services,1013,12207
Brisbane,30502,Brisbane Inner - East,construction,2510,58822
Brisbane,30502,Brisbane Inner - East,education_training,3664,34006
Brisbane,30502,Brisbane Inner - East,electricity,373,116174
Brisbane,30502,Brisbane Inner - East,finance_insurance_services,2230,72050
Brisbane,30502,Brisbane Inner - East,health_care_social_assistance,5384,49115
Brisbane,30502,Brisbane Inner - East,information_media_telecommunications,853,41965
Brisbane,30502,Brisbane Inner - East,manufacturing,1791,48983
Brisbane,30502,Brisbane Inner - East,mining,627,155604
Brisbane,30502,Brisbane Inner - East,other_services,1240,26617
Brisbane,30502,Brisbane Inner - East,professional,5465,68793
Brisbane,30502,Brisbane Inner - East,public_administration_safety,2060,80355
Brisbane,30502,Brisbane Inner - East,rental,1123,43866
Brisbane,30502,Brisbane Inner - East,retail_trade,3277,16270
Brisbane,30502,Brisbane Inner - East,total,43658,37750
Brisbane,30502,Brisbane Inner - East,transport,1218,65071
Brisbane,30502,Brisbane Inner - East,wholesale_trade,1674,53846
Brisbane,30503,Brisbane Inner - North,accommodation_food_services,11472,7167
Brisbane,30503,Brisbane Inner - North,administrative_support_services,10997,13864
Brisbane,30503,Brisbane Inner - North,agriculture,471,11412
Brisbane,30503,Brisbane Inner - North,arts_recreation_services,2696,10493
Brisbane,30503,Brisbane Inner - North,construction,4455,54378
Brisbane,30503,Brisbane Inner - North,education_training,8251,26480
Brisbane,30503,Brisbane Inner - North,electricity,785,111968
Brisbane,30503,Brisbane Inner - North,finance_insurance_services,4974,63173
Brisbane,30503,Brisbane Inner - North,health_care_social_assistance,13968,48381
Brisbane,30503,Brisbane Inner - North,information_media_telecommunications,1948,34117
Brisbane,30503,Brisbane Inner - North,manufacturing,3306,45752
Brisbane,30503,Brisbane Inner - North,mining,1351,151782
Brisbane,30503,Brisbane Inner - North,other_services,2858,25112
Brisbane,30503,Brisbane Inner - North,professional,13058,64936
Brisbane,30503,Brisbane Inner - North,public_administration_safety,4900,80076
Brisbane,30503,Brisbane Inner - North,rental,2695,40000
Brisbane,30503,Brisbane Inner - North,retail_trade,8203,16926
Brisbane,30503,Brisbane Inner - North,total,103519,32913
Brisbane,30503,Brisbane Inner - North,transport,2902,62472
Brisbane,30503,Brisbane Inner - North,wholesale_trade,3193,48184
Brisbane,30504,Brisbane Inner - West,accommodation_food_services,6138,5513
Brisbane,30504,Brisbane Inner - West,administrative_support_services,5511,16760
Brisbane,30504,Brisbane Inner - West,agriculture,292,11300
Brisbane,30504,Brisbane Inner - West,arts_recreation_services,1469,10494
Brisbane,30504,Brisbane Inner - West,construction,2392,54415
Brisbane,30504,Brisbane Inner - West,education_training,6697,26142
Brisbane,30504,Brisbane Inner - West,electricity,436,123430
Brisbane,30504,Brisbane Inner - West,finance_insurance_services,2828,65623
Brisbane,30504,Brisbane Inner - West,health_care_social_assistance,7363,45380
Brisbane,30504,Brisbane Inner - West,information_media_telecommunications,1209,32688
Brisbane,30504,Brisbane Inner - West,manufacturing,1699,43736
Brisbane,30504,Brisbane Inner - West,mining,836,174491
Brisbane,30504,Brisbane Inner - West,other_services,1567,22938
Brisbane,30504,Brisbane Inner - West,professional,8241,64994
Brisbane,30504,Brisbane Inner - West,public_administration_safety,2998,82644
Brisbane,30504,Brisbane Inner - West,rental,1299,45000
Brisbane,30504,Brisbane Inner - West,retail_trade,4431,12787
Brisbane,30504,Brisbane Inner - West,total,58714,31852
Brisbane,30504,Brisbane Inner - West,transport,1052,53690
Brisbane,30504,Brisbane Inner - West,wholesale_trade,1602,53397
Melbourne,20601,Brunswick - Coburg,accommodation_food_services,10246,7266
Melbourne,20601,Brunswick - Coburg,administrative_support_services,8285,12168
Melbourne,20601,Brunswick - Coburg,agriculture,358,7704
Melbourne,20601,Brunswick - Coburg,arts_recreation_services,3126,11006
Melbourne,20601,Brunswick - Coburg,construction,3271,55569
Melbourne,20601,Brunswick - Coburg,education_training,11513,28678
Melbourne,20601,Brunswick - Coburg,electricity,539,82166
Melbourne,20601,Brunswick - Coburg,finance_insurance_services,4132,67998
Melbourne,20601,Brunswick - Coburg,health_care_social_assistance,11712,47886
Melbourne,20601,Brunswick - Coburg,information_media_telecommunications,3422,27636
Melbourne,20601,Brunswick - Coburg,manufacturing,3008,47525
Melbourne,20601,Brunswick - Coburg,mining,120,109506
Melbourne,20601,Brunswick - Coburg,other_services,2642,36798
Melbourne,20601,Brunswick - Coburg,professional,10732,66685
Melbourne,20601,Brunswick - Coburg,public_administration_safety,6164,74014
Melbourne,20601,Brunswick - Coburg,rental,1269,38536
Melbourne,20601,Brunswick - Coburg,retail_trade,7399,17422
Melbourne,20601,Brunswick - Coburg,total,93008,31500
Melbourne,20601,Brunswick - Coburg,transport,1750,67897
Melbourne,20601,Brunswick - Coburg,wholesale_trade,2516,56935
Melbourne,20602,Darebin - South,accommodation_food_services,4654,6264
Melbourne,20602,Darebin - South,administrative_support_services,3778,13810
Melbourne,20602,Darebin - South,agriculture,145,15428
Melbourne,20602,Darebin - South,arts_recreation_services,1598,12958
Melbourne,20602,Darebin - South,construction,1772,59456
Melbourne,20602,Darebin - South,education_training,6429,27340
Melbourne,20602,Darebin - South,electricity,372,90609
Melbourne,20602,Darebin - South,finance_insurance_services,2345,78508
Melbourne,20602,Darebin - South,health_care_social_assistance,6949,54174
Melbourne,20602,Darebin - South,information_media_telecommunications,1847,43096
Melbourne,20602,Darebin - South,manufacturing,1588,53028
Melbourne,20602,Darebin - South,mining,60,97816
Melbourne,20602,Darebin - South,other_services,1382,36012
Melbourne,20602,Darebin - South,professional,5955,71037
Melbourne,20602,Darebin - South,public_administration_safety,3571,76852
Melbourne,20602,Darebin - South,rental,675,50802
Melbourne,20602,Darebin - South,retail_trade,3925,18751
Melbourne,20602,Darebin - South,total,49578,37068
Melbourne,20602,Darebin - South,transport,835,71310
Melbourne,20602,Darebin - South,wholesale_trade,1315,56952
Melbourne,20603,Essendon,accommodation_food_services,6614,7104
Melbourne,20603,Essendon,administrative_support_services,6761,12261
Melbourne,20603,Essendon,agriculture,208,12500
Melbourne,20603,Essendon,arts_recreation_services,2288,10168
Melbourne,20603,Essendon,construction,2984,57708
Melbourne,20603,Essendon,education_training,6058,33063
Melbourne,20603,Essendon,electricity,434,83508
Melbourne,20603,Essendon,finance_insurance_services,3529,69904
Melbourne,20603,Essendon,health_care_social_assistance,8271,45140
Melbourne,20603,Essendon,information_media_telecommunications,1693,51715
Melbourne,20603,Essendon,manufacturing,2332,53136
Melbourne,20603,Essendon,mining,78,103069
Melbourne,20603,Essendon,other_services,1660,30410
Melbourne,20603,Essendon,professional,6968,67265
Melbourne,20603,Essendon,public_administration_safety,4208,72235
Melbourne,20603,Essendon,rental,1188,50583
Melbourne,20603,Essendon,retail_trade,5727,16900
Melbourne,20603,Essendon,total,65615,33404
Melbourne,20603,Essendon,transport,2038,70966
Melbourne,20603,Essendon,wholesale_trade,1911,63153
Melbourne,20604,Melbourne City,accommodation_food_services,51677,6102
Melbourne,20604,Melbourne City,administrative_support_services,27957,7400
Melbourne,20604,Melbourne City,agriculture,1856,5265
Melbourne,20604,Melbourne City,arts_recreation_services,5200,12975
Melbourne,20604,Melbourne City,construction,4787,37553
Melbourne,20604,Melbourne City,education_training,14766,14044
Melbourne,20604,Melbourne City,electricity,1025,65560
Melbourne,20604,Melbourne City,finance_insurance_services,9385,58948
Melbourne,20604,Melbourne City,health_care_social_assistance,17088,34727
Melbourne,20604,Melbourne City,information_media_telecommunications,4842,41823
Melbourne,20604,Melbourne City,manufacturing,5201,24758
Melbourne,20604,Melbourne City,mining,284,79225
Melbourne,20604,Melbourne City,other_services,4542,18056
Melbourne,20604,Melbourne City,professional,25947,58313
Melbourne,20604,Melbourne City,public_administration_safety,6380,64394
Melbourne,20604,Melbourne City,rental,3780,16841
Melbourne,20604,Melbourne City,retail_trade,16893,13604
Melbourne,20604,Melbourne City,total,211606,15977
Melbourne,20604,Melbourne City,transport,2996,42334
Melbourne,20604,Melbourne City,wholesale_trade,4960,32971
Melbourne,20605,Port Phillip,accommodation_food_services,14761,6536
Melbourne,20605,Port Phillip,administrative_support_services,13935,11278
Melbourne,20605,Port Phillip,agriculture,946,5670
Melbourne,20605,Port Phillip,arts_recreation_services,3543,13096
Melbourne,20605,Port Phillip,construction,4878,54073
Melbourne,20605,Port Phillip,education_training,8436,25546
Melbourne,20605,Port Phillip,electricity,741,84532
Melbourne,20605,Port Phillip,finance_insurance_services,6304,73279
Melbourne,20605,Port Phillip,health_care_social_assistance,11181,42594
Melbourne,20605,Port Phillip,information_media_telecommunications,3985,36426
Melbourne,20605,Port Phillip,manufacturing,3358,54731
Melbourne,20605,Port Phillip,mining,213,120350
Melbourne,20605,Port Phillip,other_services,2965,29575
Melbourne,20605,Port Phillip,professional,13952,69325
Melbourne,20605,Port Phillip,public_administration_safety,4899,71702
Melbourne,20605,Port Phillip,rental,2532,39898
Melbourne,20605,Port Phillip,retail_trade,8394,21624
Melbourne,20605,Port Phillip,total,112199,29101
Melbourne,20605,Port Phillip,transport,2179,62775
Melbourne,20605,Port Phillip,wholesale_trade,3666,65000
Melbourne,20606,Stonnington - West,accommodation_food_services,7766,6745
Melbourne,20606,Stonnington - West,administrative_support_services,6671,15021
Melbourne,20606,Stonnington - West,agriculture,409,6528
Melbourne,20606,Stonnington - West,arts_recreation_services,1890,14008
Melbourne,20606,Stonnington - West,construction,2246,58692
Melbourne,20606,Stonnington - West,education_training,4865,22906
Melbourne,20606,Stonnington - West,electricity,403,83465
Melbourne,20606,Stonnington - West,finance_insurance_services,4103,81057
Melbourne,20606,Stonnington - West,health_care_social_assistance,7095,48396
Melbourne,20606,Stonnington - West,information_media_telecommunications,2240,51630
Melbourne,20606,Stonnington - West,manufacturing,1774,57538
Melbourne,20606,Stonnington - West,mining,129,122830
Melbourne,20606,Stonnington - West,other_services,1493,29363
Melbourne,20606,Stonnington - West,professional,9515,67615
Melbourne,20606,Stonnington - West,public_administration_safety,2484,64989
Melbourne,20606,Stonnington - West,rental,1702,50400
Melbourne,20606,Stonnington - West,retail_trade,5767,24038
Melbourne,20606,Stonnington - West,total,64435,33990
Melbourne,20606,Stonnington - West,transport,981,59786
Melbourne,20606,Stonnington - West,wholesale_trade,2087,66350
Melbourne,20607,Yarra,accommodation_food_services,11124,7106
Melbourne,20607,Yarra,administrative_support_services,9086,14600
Melbourne,20607,Yarra,agriculture,442,6802
Melbourne,20607,Yarra,arts_recreation_services,2984,16723
Melbourne,20607,Yarra,construction,3098,63426
Melbourne,20607,Yarra,education_training,9184,26112
Melbourne,20607,Yarra,electricity,654,90644
Melbourne,20607,Yarra,finance_insurance_services,4868,80110
Melbourne,20607,Yarra,health_care_social_assistance,12320,50980
Melbourne,20607,Yarra,information_media_telecommunications,3698,48251
Melbourne,20607,Yarra,manufacturing,2836,49847
Melbourne,20607,Yarra,mining,134,106245
Melbourne,20607,Yarra,other_services,2390,33471
Melbourne,20607,Yarra,professional,13843,71770
Melbourne,20607,Yarra,public_administration_safety,5511,75002
Melbourne,20607,Yarra,rental,1473,46658
Melbourne,20607,Yarra,retail_trade,7186,23170
Melbourne,20607,Yarra,total,95735,36618
Melbourne,20607,Yarra,transport,1486,61553
Melbourne,20607,Yarra,wholesale_trade,2573,64899
Melbourne,20701,Boroondara,accommodation_food_services,13932,5140
Melbourne,20701,Boroondara,administrative_support_services,9895,15595
Melbourne,20701,Boroondara,agriculture,346,11190
Melbourne,20701,Boroondara,arts_recreation_services,3873,7961
Melbourne,20701,Boroondara,construction,4632,58084
Melbourne,20701,Boroondara,education_training,14843,20538
Melbourne,20701,Boroondara,electricity,734,110827
Melbourne,20701,Boroondara,finance_insurance_services,8850,84991
Melbourne,20701,Boroondara,health_care_social_assistance,19261,46736
Melbourne,20701,Boroondara,information_media_telecommunications,3709,58550
Melbourne,20701,Boroondara,manufacturing,4540,59630
